date,district,temperature_c,humidity_pct,rainfall_mm,condition
2026-04-25,North 24 Parganas,31.869622563224958,33.316503624103184,0.30340390060851263,clear
2026-04-26,North 24 Parganas,27.315086353764006,33.576712306024284,32.604692627214874,cloudy
2026-04-27,North 24 Parganas,26.03007070299866,37.33738205874941,7.455414949094236,clear
2026-04-28,North 24 Parganas,27.629400627555825,84.37322751850635,20.420698237851482,cloudy
2026-04-29,North 24 Parganas,28.75087332268214,71.62339944290753,10.140936714510744,clear
2026-04-30,North 24 Parganas,32.023359295866456,37.90836910792185,30.81964656949484,clear
2026-05-01,North 24 Parganas,28.151858696225318,61.00292118217313,21.640111240288586,clear
2026-05-02,North 24 Parganas,29.616640713238805,66.97831439311203,24.495191495236796,cloudy
2026-05-03,North 24 Parganas,30.899637121557795,84.02639993624513,34.164365447816365,rain
2026-05-04,North 24 Parganas,33.45401818652796,84.36945910441906,3.3974126834316025,clear
2026-05-05,North 24 Parganas,25.35598740579425,51.61884687330135,13.277941396018875,clear
2026-05-06,North 24 Parganas,31.671380938586154,64.3428730865086,34.57205681970946,cloudy
2026-05-07,North 24 Parganas,33.30942181057755,64.26325466825392,6.364178289895277,clear
2026-05-08,North 24 Parganas,33.70296706942968,86.68945283926448,19.837405212476913,cloudy
2026-05-09,North 24 Parganas,33.87815298773427,82.96242373390515,2.4111497119310603,clear
2026-05-10,North 24 Parganas,30.240310989328066,69.99713585081827,32.08674024963386,clear
2026-05-11,North 24 Parganas,33.92896802239335,77.03998739678929,23.411635323611,rain
2026-05-12,North 24 Parganas,27.20698583814125,72.10730724895355,33.20666210748407,clear
2026-05-13,North 24 Parganas,27.54711850008462,88.98139685062836,17.316246372151696,rain
2026-05-14,North 24 Parganas,32.91047698187252,53.89979698870712,5.917105546463721,cloudy
2026-05-15,North 24 Parganas,25.92023146997562,45.37524210576903,18.21510625369694,clear
2026-05-16,North 24 Parganas,28.896090501440135,84.16063249369472,1.8203874508230293,clear
2026-05-17,North 24 Parganas,31.005148850875802,44.31303019697759,34.86538760478227,cloudy
2026-05-18,North 24 Parganas,24.404557382526736,74.49985264015194,26.59177722770176,cloudy
2026-05-19,North 24 Parganas,30.594105219859195,48.640969575785064,1.098083254491871,rain
2026-05-20,North 24 Parganas,24.106778795617913,63.56646137827004,10.594866412307985,clear
2026-05-21,North 24 Parganas,33.04534820244618,51.56104986429678,1.2594105253747812,rain
2026-05-22,North 24 Parganas,26.702836893264656,51.258801421592864,12.837786474154225,rain
2026-05-23,North 24 Parganas,32.53626660955348,76.61546196281822,14.25182629193975,cloudy
2026-05-24,North 24 Parganas,25.323401327647733,49.466823910066935,9.155577788750772,clear
2026-05-25,North 24 Parganas,28.888304194930278,44.53369685385361,31.967507271063308,rain
2026-05-26,North 24 Parganas,24.847953021934266,69.30580083003034,11.151487306891156,rain
2026-05-27,North 24 Parganas,32.958191433066524,29.42646242876958,4.4984040276552175,clear
2026-05-28,North 24 Parganas,26.429610272825855,38.98064749799724,2.2735709353552336,rain
2026-05-29,North 24 Parganas,32.01457056678424,76.29035402400791,30.229163971836893,clear
2026-05-30,North 24 Parganas,31.231071145344316,73.66321855808158,11.939718279656658,rain
2026-05-31,North 24 Parganas,24.703827750402972,64.13080470874783,33.797551769742576,cloudy
2026-06-01,North 24 Parganas,30.310029169425476,48.51583953753233,23.27283247339834,rain
2026-06-02,North 24 Parganas,25.21978395105648,71.65715308934693,6.9832458505785135,rain
2026-06-03,North 24 Parganas,33.265619298901825,39.50563809041411,25.138904067119338,clear
2026-06-04,North 24 Parganas,24.03841135151456,77.07874924322412,8.15765114395072,clear
2026-06-05,North 24 Parganas,31.16979176397711,51.98785883087744,21.89081090336048,clear
2026-06-06,North 24 Parganas,28.760441095944564,40.23258474402675,34.5775352592432,rain
2026-06-07,North 24 Parganas,31.062739818250005,57.09104823961806,25.604766001295868,rain
2026-06-08,North 24 Parganas,32.65008226490758,31.79851330396542,6.472474655251606,clear
2026-06-09,North 24 Parganas,24.79558299301944,88.39980206086241,9.214155823262384,rain
2026-06-10,North 24 Parganas,29.754340810531655,39.73942648915913,4.340360757711404,clear
2026-06-11,North 24 Parganas,25.8819851567632,80.61421087329937,26.47001843690361,clear
2026-06-12,North 24 Parganas,25.624235763748583,67.38840933020788,20.73078710872816,rain
2026-06-13,North 24 Parganas,28.122819863755588,67.71688852976997,7.639037966194119,cloudy
2026-06-14,North 24 Parganas,32.244685705360695,73.59747556543188,18.56927957567876,rain
2026-06-15,North 24 Parganas,32.905560744415155,70.37892357709578,9.850719805064784,clear
2026-06-16,North 24 Parganas,24.64653337460902,31.892544557327245,12.0478138446381,rain
2026-06-17,North 24 Parganas,24.60403977482359,74.85030769331468,15.053317269670263,rain
2026-06-18,North 24 Parganas,31.64433807869551,72.39880209898789,0.41996303350379904,rain
2026-06-19,North 24 Parganas,30.74501121701536,47.740678969506874,26.99851380341998,cloudy
2026-06-20,North 24 Parganas,30.980759775719108,65.54142515397163,33.575363511635054,rain
2026-06-21,North 24 Parganas,26.6243730431161,80.06296093599474,15.777543280526533,rain
2026-06-22,North 24 Parganas,32.10965370241171,50.96749033764814,10.508651150162791,cloudy
2026-06-23,North 24 Parganas,27.134746741199262,89.94404049357846,6.659976787745259,rain
2026-06-24,North 24 Parganas,25.705529394946954,70.8336063018403,14.340633908458564,cloudy
2026-06-25,North 24 Parganas,27.24367775942728,77.36760251583053,33.082459859771,cloudy
2026-06-26,North 24 Parganas,28.636238580098922,83.7435533910419,15.826174284100304,clear
2026-06-27,North 24 Parganas,31.378591951023942,51.90497832011449,33.237193680232714,clear
2026-06-28,North 24 Parganas,31.882653051370642,51.65035576645472,30.458767690708907,clear
2026-06-29,North 24 Parganas,27.994182524510478,28.864910222080635,27.698128734597322,rain
2026-06-30,North 24 Parganas,33.05362309312671,37.3643963691749,33.11150268790749,clear
2026-07-01,North 24 Parganas,24.948462040453357,52.26008194149934,5.2464939615216295,cloudy
2026-07-02,North 24 Parganas,25.977564843124203,58.83399100838883,5.541071859175521,rain
2026-07-03,North 24 Parganas,26.776695953886158,39.776655660310055,21.238874981779766,cloudy
2026-07-04,North 24 Parganas,28.328562426202563,86.73451524078115,5.59372273875009,rain
2026-07-05,North 24 Parganas,24.597604166967376,87.60924382934505,2.3417127754782214,cloudy
2026-07-06,North 24 Parganas,31.060241064183433,65.6846944238093,4.9517228322501055,rain
2026-07-07,North 24 Parganas,33.433379880654186,77.8245668665844,14.572089479623292,clear
2026-07-08,North 24 Parganas,33.56856714993772,67.15353350217154,11.850317806497706,cloudy
2026-07-09,North 24 Parganas,30.840575681513563,54.59784077048941,4.264658584960205,clear
2026-07-10,North 24 Parganas,29.296367204330647,49.14802894692807,13.067414300511402,rain
2026-07-11,North 24 Parganas,32.64097536564868,50.91318748183784,33.965074692467645,clear
2026-07-12,North 24 Parganas,24.177097875407203,50.940528019175204,8.613844829283352,cloudy
2026-07-13,North 24 Parganas,30.882817762601253,84.42905966979394,31.58939261688885,rain
2026-07-14,North 24 Parganas,33.157379113274814,88.29672810080376,27.53821484609393,rain
2026-07-15,North 24 Parganas,27.407573370428366,77.21671688948396,24.441534145200414,clear
2026-07-16,North 24 Parganas,33.65473900152987,76.45889762957593,20.029623612685118,clear
2026-07-17,North 24 Parganas,31.0810488308098,65.78200121741823,28.46626630938049,clear
2026-07-18,North 24 Parganas,28.885879200942668,57.12465759526593,0.6789051813714303,rain
2026-07-19,North 24 Parganas,32.80728163537254,51.81688727819862,5.19244105984453,cloudy
2026-07-20,North 24 Parganas,24.813076684567,58.438309600105384,21.09099217888019,rain
2026-07-21,North 24 Parganas,26.66007319591384,55.86806534345255,27.21016263038933,cloudy
2026-07-22,North 24 Parganas,31.119076188138376,50.55451232613558,27.221574686957478,cloudy
2026-07-23,North 24 Parganas,26.4658561664323,67.25032888493911,11.45250322271814,rain
2026-07-24,North 24 Parganas,28.825531211635315,37.05945218047816,9.546514849985886,cloudy
2026-07-25,North 24 Parganas,28.846977143383366,47.47843329232784,30.91247255929452,clear
2026-07-26,North 24 Parganas,32.241364420259636,68.04217780879209,33.520399349405025,rain
2026-07-27,North 24 Parganas,30.05081410112697,46.328413661361,2.1197032983773973,clear
2026-07-28,North 24 Parganas,29.235021918926275,59.256013374867194,8.687926439008308,cloudy
2026-07-29,North 24 Parganas,28.229913257110574,78.7523651485701,0.381990525396132,cloudy
2026-07-30,North 24 Parganas,26.04240025163141,46.358409148213184,1.0087432176412914,rain
2026-07-31,North 24 Parganas,31.62373629371995,32.87999967377753,16.27288182938763,clear
2026-08-01,North 24 Parganas,28.46685095324292,51.68520632703893,5.494244626049525,cloudy
2026-08-02,North 24 Parganas,31.584615671194122,34.680182070195556,9.574321962580182,cloudy
2026-08-03,North 24 Parganas,25.97780688898986,65.60563322981206,9.966697251063124,rain
2026-08-04,North 24 Parganas,25.285356828779257,87.27854473182026,4.337022988757653,cloudy
2026-08-05,North 24 Parganas,29.52575122394424,50.86696366063264,11.034405597397326,rain
2026-08-06,North 24 Parganas,27.750290464619333,29.578846253389127,15.19908672289171,cloudy
2026-08-07,North 24 Parganas,27.95537698104966,48.24984885760462,29.262566280503588,clear
2026-08-08,North 24 Parganas,30.436209774234065,48.088877998800925,26.477198115725344,clear
2026-08-09,North 24 Parganas,32.83259613154146,31.46326938876624,25.10445807112935,clear
2026-08-10,North 24 Parganas,28.966766093960246,85.47082151628635,4.896900283582115,clear
2026-08-11,North 24 Parganas,29.22780583526058,86.28761288716595,8.225475908928209,cloudy
2026-08-12,North 24 Parganas,33.72319434263416,48.965799056230786,14.442462600954311,clear
2026-08-13,North 24 Parganas,28.924557015341513,61.79690562079346,18.363777023347854,rain
2026-08-14,North 24 Parganas,31.897286966144307,71.06436957127607,19.18341319113678,clear
2026-08-15,North 24 Parganas,32.143641517106786,55.806885047717,4.033720170682239,cloudy
2026-08-16,North 24 Parganas,26.27396154696236,31.503879070095948,23.923267830304503,clear
2026-08-17,North 24 Parganas,24.524831015087855,80.25937722051026,7.893195426123315,clear
2026-08-18,North 24 Parganas,24.421758757457205,75.02872003931753,33.2488107706761,clear
2026-08-19,North 24 Parganas,29.005838745792136,48.02291576584105,26.45870769174077,rain
2026-08-20,North 24 Parganas,27.95808778846679,59.63531063097174,10.137379074304953,clear
2026-08-21,North 24 Parganas,30.696420737709268,71.22173419390768,19.251087847192984,clear
2026-08-22,North 24 Parganas,26.001244022672523,30.232346452384213,8.032709661095375,cloudy
2026-08-23,North 24 Parganas,24.071523737116273,71.51310109346286,20.355412556660497,cloudy
2026-08-24,North 24 Parganas,29.091486342145423,79.40027395024231,13.901352155560565,clear
2026-08-25,North 24 Parganas,29.362299830269066,84.74244109478701,26.048886267823832,cloudy
2026-08-26,North 24 Parganas,26.656467225869203,51.20663599427444,13.594692502880214,clear
2026-08-27,North 24 Parganas,31.541714728446195,43.88925006045487,6.852035197966044,cloudy
2026-08-28,North 24 Parganas,27.9263244062042,68.32868349323918,15.807741962437419,cloudy
2026-08-29,North 24 Parganas,30.033678573946265,68.38733429949339,17.913178778816633,cloudy
2026-08-30,North 24 Parganas,26.045900611939434,34.98699631231223,13.560822257118325,clear
2026-08-31,North 24 Parganas,31.4281340787622,82.20252785642563,7.004992228683641,rain
2026-09-01,North 24 Parganas,31.35702527666636,46.51380663843185,24.141243685761253,clear
2026-09-02,North 24 Parganas,32.86652153680162,78.70733814544214,12.632841253521232,clear
2026-09-03,North 24 Parganas,30.47830088631195,42.248223000351246,31.15722802246596,cloudy
2026-09-04,North 24 Parganas,26.168060579232826,29.476376691564152,0.432611760309517,clear
2026-09-05,North 24 Parganas,32.60358009740204,40.79386737178823,33.13782759158293,cloudy
2026-09-06,North 24 Parganas,31.199692750525383,56.38882870243659,13.676403694327579,clear
2026-09-07,North 24 Parganas,33.208189509189296,57.77088557758519,20.885913111172517,rain
2026-09-08,North 24 Parganas,32.573590288894266,43.408143600939184,21.572960978404847,clear
2026-09-09,North 24 Parganas,32.52681398624181,66.39515788183911,30.000809210482362,cloudy
2026-09-10,North 24 Parganas,33.30159427225661,46.813686069799644,13.34973205258092,rain
2026-09-11,North 24 Parganas,33.612083968481954,34.02842553942908,12.881741766153294,rain
2026-09-12,North 24 Parganas,25.907854450564102,54.23627105351151,30.675562419360382,clear
2026-09-13,North 24 Parganas,26.799786807409454,68.52481030962214,10.411447450261777,clear
2026-09-14,North 24 Parganas,32.98521699905966,46.72710711355478,9.195397913399841,clear
2026-09-15,North 24 Parganas,25.20325020845282,67.47600667286034,33.33487476307155,clear
2026-09-16,North 24 Parganas,32.80290567361139,85.78667691009713,6.110345128938864,clear
2026-09-17,North 24 Parganas,24.86095271444388,42.557775037178125,30.442712649892268,rain
2026-09-18,North 24 Parganas,30.94918577055967,44.934342345179196,0.7895631685904048,rain
2026-09-19,North 24 Parganas,28.797249962634133,73.34890939959655,5.365319941503145,clear
2026-09-20,North 24 Parganas,27.975389352293256,51.40035140405359,1.300640869213789,cloudy
2026-09-21,North 24 Parganas,32.30451216293138,53.57030366995498,34.05174915093494,rain
2026-09-22,North 24 Parganas,32.974081132116446,68.70982170035418,33.58001088301582,cloudy
2026-09-23,North 24 Parganas,31.09901744735007,72.56999189934591,7.094452105968708,cloudy
2026-09-24,North 24 Parganas,24.244128754082514,44.86167135624405,30.519704905021513,clear
2026-09-25,North 24 Parganas,30.89675200343051,78.24194349438557,34.854310920509526,clear
2026-09-26,North 24 Parganas,32.73520885133833,79.7943338538251,15.23705746652971,rain
2026-09-27,North 24 Parganas,28.885276242491884,42.35429466042889,29.695979848417704,clear
